plant_name,plant_code,region,state,fuel_types,primary_technology
Northfield Mountain,547,New England,MA,WAT,Hydroelectric Pumped Storage
Norton LLC,65183,New England,MA,SUN,Solar Photovoltaic
Norton Landfill Solar,61597,New England,MA,SUN,Solar Photovoltaic
Norton Powerhouse,50041,New England,MA,NG,Natural Gas Steam Turbine
Norton Powerhouse 2,66018,New England,MA,NG,Natural Gas Fired Combustion Turbine
Notus Wind 1,57414,New England,MA,WND,Onshore Wind Turbine
Nunnepog,59080,New England,MA,SUN,Solar Photovoltaic
Oak Bluffs Diesel Generating Facility,1597,New England,MA,DFO,Petroleum Liquids
Oak Street Solar,63690,New England,MA,SUN,Solar Photovoltaic
Oakdale Power Station,10824,New England,MA,WAT,Conventional Hydroelectric
Old Wardour Solar,61243,New England,MA,SUN,Solar Photovoltaic
One Patriot,63637,New England,MA,NG,Other Natural Gas
Onset East Community Solar Facility,61163,New England,MA,SUN,Solar Photovoltaic
Onset West Community Solar Facility,61164,New England,MA,SUN,Solar Photovoltaic
Onyx - Brockton Thatcher Landfill Solar CSG,61727,New England,MA,SUN,Solar Photovoltaic
Onyx - Pembroke Landfill Solar,61726,New England,MA,SUN,Solar Photovoltaic
Orange PV,58411,New England,MA,SUN,Solar Photovoltaic
Outer Cape Community Battery,62604,New England,MA,MWH,Batteries
Oxford,60022,New England,MA,SUN,Solar Photovoltaic
Padelford Solar,58032,New England,MA,SUN,Solar Photovoltaic
Palmer,62135,New England,MA,SUN,Solar Photovoltaic
Palmer Landfill,60076,New England,MA,SUN,Solar Photovoltaic
Palmer Solar LLC,59866,New England,MA,SUN,Solar Photovoltaic
"Palombo B Solar, LLC CSG",63589,New England,MA,SUN,Solar Photovoltaic
"Palombo Solar, LLC CSG",63588,New England,MA,SUN,Solar Photovoltaic
Partridge Hill Solar Hybrid,63264,New England,MA,"MWH, SUN",Multiple
Partridgeville Hybrid CSG,63804,New England,MA,"MWH, SUN",Multiple
Pepperell Hydro Power Plant,10694,New England,MA,WAT,Conventional Hydroelectric
Peterson Road Solar,61307,New England,MA,SUN,Solar Photovoltaic
Pittsfield 44 - M&W PV,62264,New England,MA,SUN,Solar Photovoltaic
WED Coventry 2,59302,New England,RI,WND,Onshore Wind Turbine
Pittsfield Generating LP,50002,New England,MA,NG,Natural Gas Fired Combined Cycle
Plainfield Community Solar LLC,62579,New England,MA,SUN,Solar Photovoltaic
Pleasantdale Road Community Solar,61298,New England,MA,SUN,Solar Photovoltaic
Plymouth Site 1,59137,New England,MA,SUN,Solar Photovoltaic
Plymouth Solar,62266,New England,MA,SUN,Solar Photovoltaic
Potter Station 2,1660,New England,MA,NG,Multiple
Princeton Wind Farm,7501,New England,MA,WND,Onshore Wind Turbine
Putts Bridge,1637,New England,MA,WAT,Conventional Hydroelectric
Quittacas Pond Solar,58362,New England,MA,SUN,Solar Photovoltaic
RGS-Rutland VNM SREC II Project (MA),59777,New England,MA,SUN,Solar Photovoltaic
Raboth - Marion Drive,64526,New England,MA,SUN,Solar Photovoltaic
Rail Trail,60492,New England,MA,SUN,Solar Photovoltaic
Randall Solar Project Hybrid,63475,New England,MA,"MWH, SUN",Multiple
Randolph,61732,New England,MA,SUN,Solar Photovoltaic
Ravenbrook,64109,New England,MA,SUN,Solar Photovoltaic
Redbridge,1638,New England,MA,WAT,Conventional Hydroelectric
Redbrook Community Solar 1,61007,New England,MA,SUN,Solar Photovoltaic
Rehoboth Solar,59029,New England,MA,SUN,Solar Photovoltaic
Renew Canal 1 CSG LLC,60625,New England,MA,SUN,Solar Photovoltaic
Rising Paper,60493,New England,MA,SUN,Solar Photovoltaic
Riverside Holyoke,1607,New England,MA,WAT,Conventional Hydroelectric
Rockland Solar CSG,59090,New England,MA,SUN,Solar Photovoltaic
Rounseville Solar,64434,New England,MA,SUN,Solar Photovoltaic
Rousselot Inc,50955,New England,MA,NG,Natural Gas Steam Turbine
Route 57 Solar,59031,New England,MA,SUN,Solar Photovoltaic
Ryan Road Solar LLC Hybrid(CSG),63044,New England,MA,"MWH, SUN",Multiple
SELCO Community Solar,64060,New England,MA,SUN,Solar Photovoltaic
SEMASS Resource Recovery,50290,New England,MA,MSW,Municipal Solid Waste
SJA Solar LLC-Solterra Monastery CSG,60391,New England,MA,SUN,Solar Photovoltaic
Salem Harbor Power Development LP,60903,New England,MA,NG,Natural Gas Fired Combined Cycle
Sampson Road Community Solar,61308,New England,MA,SUN,Solar Photovoltaic
Savoy Solar PV,62065,New England,MA,SUN,Solar Photovoltaic
Scituate PV,59013,New England,MA,SUN,Solar Photovoltaic
Scituate Wind,59724,New England,MA,WND,Onshore Wind Turbine
Settlers Solar,65717,New England,MA,SUN,Solar Photovoltaic
Shaffer,59396,New England,MA,SUN,Solar Photovoltaic
Sherman,6012,New England,MA,WAT,Conventional Hydroelectric
Shirley Landfill,60753,New England,MA,SUN,Solar Photovoltaic
Shirley Water,60498,New England,MA,SUN,Solar Photovoltaic
Shrewsbury,6125,New England,MA,DFO,Petroleum Liquids
Shrewsbury Solar,57990,New England,MA,SUN,Solar Photovoltaic
Shuman Solar,61244,New England,MA,SUN,Solar Photovoltaic
Signature Breads Chelsea,64378,New England,MA,DFO,Petroleum Liquids
Silver Lake Solar Photovoltaic Facility,57676,New England,MA,SUN,Solar Photovoltaic
Smith & Wesson at Springfield MA PV,61367,New England,MA,SUN,Solar Photovoltaic
Smith College Central Heating Plant,58166,New England,MA,NG,Natural Gas Fired Combustion Turbine
"Solten Plainville 6000, LLC",61731,New England,MA,SUN,Solar Photovoltaic
Southampton Solar PV,62066,New England,MA,SUN,Solar Photovoltaic
Southbridge Landfill Gas-to-Energy,59011,New England,MA,LFG,Landfill Gas
Southbridge PV,58423,New England,MA,SUN,Solar Photovoltaic
Southbridge Solar,60278,New England,MA,SUN,Solar Photovoltaic
Southern Sky Renew Energy Berkley LLC,60615,New England,MA,SUN,Solar Photovoltaic
Southwick Solar PV,62082,New England,MA,SUN,Solar Photovoltaic
Spring Hill Road,59839,New England,MA,SUN,Solar Photovoltaic
Spring Street Solar 1 CSG,61009,New England,MA,SUN,Solar Photovoltaic
Springfield Solar PV,62072,New England,MA,SUN,Solar Photovoltaic
"St. Joseph's Solar, LLC CSG",63555,New England,MA,SUN,Solar Photovoltaic
Stafford St 2 Community Solar,61017,New England,MA,SUN,Solar Photovoltaic
Stafford St Solar 1 CSG,61016,New England,MA,SUN,Solar Photovoltaic
Stafford St Solar 3 CSG,61018,New England,MA,SUN,Solar Photovoltaic
State Street Solar LLC,59363,New England,MA,SUN,Solar Photovoltaic
Station 9 Energy Storage System,62257,New England,MA,MWH,Batteries
Stetson Road Solar - Barre I,59765,New England,MA,SUN,Solar Photovoltaic
Stone Hill Solar CSG,60710,New England,MA,SUN,Solar Photovoltaic
Stony Brook,6081,New England,MA,"DFO, NG, SUN",Multiple
"Stored Solar Fitchburg, LLC",54620,New England,MA,WDS,Wood/Wood Waste Biomass
Stow PV,59015,New England,MA,SUN,Solar Photovoltaic
Sudbury Landfill,58839,New England,MA,SUN,Solar Photovoltaic
Sullivan Solar,59465,New England,MA,SUN,Solar Photovoltaic
Sunderland Solar PV,62090,New England,MA,SUN,Solar Photovoltaic
Sunpin Blandford,63942,New England,MA,SUN,Solar Photovoltaic
"Sutton Solar 2, LLC CSG",63336,New England,MA,SUN,Solar Photovoltaic
Sutton Solar CSG,60878,New England,MA,SUN,Solar Photovoltaic
Syncarpha Blandford Hybrid CSG,62975,New England,MA,"MWH, SUN",Multiple
Syncarpha Freetown,61097,New England,MA,SUN,Solar Photovoltaic
Syncarpha Halifax Hybrid CSG,62973,New England,MA,"MWH, SUN",Multiple
Syncarpha Hancock I CSG,61769,New England,MA,SUN,Solar Photovoltaic
Syncarpha Hancock II CSG,61770,New England,MA,SUN,Solar Photovoltaic
Syncarpha Hancock III CSG,61771,New England,MA,SUN,Solar Photovoltaic
Syncarpha Leicester Hybrid CSG,62972,New England,MA,"MWH, SUN",Multiple
Syncarpha Millbury Hybrid (CSG),62974,New England,MA,SUN,Solar Photovoltaic
Syncarpha Northampton Hybrid CSG,62976,New England,MA,"MWH, SUN",Multiple
Syncarpha Northbridge I Hybrid(CSG),62977,New England,MA,"MWH, SUN",Multiple
Syncarpha Northbridge II Hybrid CSG,62978,New England,MA,"MWH, SUN",Multiple
"Syncarpha Palmer, LLC",60056,New England,MA,SUN,Solar Photovoltaic
Syncarpha Puddon I Hybrid CSG,62969,New England,MA,"MWH, SUN",Multiple
Syncarpha Puddon II Hybrid CSG,62970,New England,MA,"MWH, SUN",Multiple
"Syncarpha Still River, LLC CSG",61774,New England,MA,SUN,Solar Photovoltaic
Syncarpha Tewksbury Hybrid CSG,62968,New England,MA,"MWH, SUN",Multiple
Syncarpha Westminster Hybrid CSG,62971,New England,MA,SUN,Solar Photovoltaic
TES Rowtier,65653,New England,MA,SUN,Solar Photovoltaic
Tanglewood Circle Solar 1 LLC,62583,New England,MA,SUN,Solar Photovoltaic
Tanner Street Generation,54586,New England,MA,NG,Natural Gas Fired Combined Cycle
Templeton,59731,New England,MA,SUN,Solar Photovoltaic
Texon Hydroelectric Project,61640,New England,MA,WAT,Conventional Hydroelectric
Theodore Drive Community Solar,61296,New England,MA,SUN,Solar Photovoltaic
Tihonet Solar,58749,New England,MA,SUN,Solar Photovoltaic
Tisbury Landfill Solar,59573,New England,MA,SUN,Solar Photovoltaic
Tolland Solar NG LLC,62581,New England,MA,SUN,Solar Photovoltaic
Town of Amherst Solar,66182,New England,MA,"MWH, SUN",Multiple
Town of East Bridgewater CSG,58586,New England,MA,SUN,Solar Photovoltaic
Town of Foxborough - Landfill (SREC II) CSG,61591,New England,MA,SUN,Solar Photovoltaic
Town of Lexington Solar,60816,New England,MA,SUN,Solar Photovoltaic
Town of Needham VNEM CSG,60110,New England,MA,SUN,Solar Photovoltaic
Town of Norfolk MA at Medway Branch,57942,New England,MA,SUN,Solar Photovoltaic
Town of Otis Wind Energy Project,61775,New England,MA,WND,Onshore Wind Turbine
Town of Uxbridge MA at Commerce Dr,57941,New England,MA,SUN,Solar Photovoltaic
Town of Ware - Canadian Tree(CSG),64435,New England,MA,SUN,Solar Photovoltaic
Truck Stop,65560,New England,MA,SUN,Solar Photovoltaic
True North,59390,New England,MA,SUN,Solar Photovoltaic
Turners Falls,6388,New England,MA,WAT,Conventional Hydroelectric
Twiss Street Solar,59624,New England,MA,SUN,Solar Photovoltaic
Tyngsborough Solar,61598,New England,MA,SUN,Solar Photovoltaic
UMASS,61603,New England,MA,SUN,Solar Photovoltaic
UMass Boston,64980,New England,MA,"DFO, MWH, SUN",Multiple
UMass PV Lot 22,65154,New England,MA,"MWH, SUN",Multiple
UMass PV Lot 49,65153,New England,MA,SUN,Solar Photovoltaic
Univ of Massachusetts Medical Center,50087,New England,MA,NG,Multiple
Upper Blackstone (MA) Treasure Valley,59781,New England,MA,SUN,Solar Photovoltaic
Upton Community Solar,61297,New England,MA,SUN,Solar Photovoltaic
Ventura,65670,New England,MA,"MWH, SUN",Multiple
Vuelta Solar,61245,New England,MA,SUN,Solar Photovoltaic
W. Orange Rd Solar LLC,63047,New England,MA,SUN,Solar Photovoltaic
WYM 1250 Palmer LLC,60614,New England,MA,SUN,Solar Photovoltaic
Wachusett Solar,65586,New England,MA,SUN,Solar Photovoltaic
Walpole Solar 2,58936,New England,MA,SUN,Solar Photovoltaic
Ware Palmer Road Solar LLC CSG,64128,New England,MA,"MWH, SUN",Multiple
Wareham MA 1 Community Solar,60443,New England,MA,SUN,Solar Photovoltaic
Wareham Solar PV,62055,New England,MA,SUN,Solar Photovoltaic
Washburn Road Solar,62646,New England,MA,SUN,Solar Photovoltaic
Waste Water Treatment Plant,59060,New England,MA,SUN,Solar Photovoltaic
Waters River,1678,New England,MA,NG,Natural Gas Fired Combustion Turbine
Webster Solar,65722,New England,MA,SUN,Solar Photovoltaic
Wellesley College Central Utility Plant,54937,New England,MA,"DFO, NG",Multiple
West A&B Solar Project Hybrid CSG,63473,New England,MA,"MWH, SUN",Multiple
West Boylston Community Shared Solar,61415,New England,MA,SUN,Solar Photovoltaic
West Bridgewater AB CSG,60424,New England,MA,SUN,Solar Photovoltaic
West Brookfield Solar - Gilbertsville Rd (CSG),61629,New England,MA,SUN,Solar Photovoltaic
"West Brookfield Solar, LLC",60644,New England,MA,SUN,Solar Photovoltaic
West Groton CHP,60276,New England,MA,NG,Natural Gas Fired Combustion Turbine
West Haydenville PJ Community Solar,64726,New England,MA,"MWH, SUN",Multiple
West Street Solar 1 LLC,63131,New England,MA,SUN,Solar Photovoltaic
West Tisbury Generating Facility,6049,New England,MA,DFO,Petroleum Liquids
West Water Street,62625,New England,MA,DFO,Petroleum Liquids
Westborough Solar LLC,59368,New England,MA,SUN,Solar Photovoltaic
Westford Solar Park,58534,New England,MA,SUN,Solar Photovoltaic
"Westminster Renewables, LLC CSG",62226,New England,MA,SUN,Solar Photovoltaic
Weston Landfill Solar,61537,New England,MA,SUN,Solar Photovoltaic
Westport B Community Solar Garden,64589,New England,MA,SUN,Solar Photovoltaic
Westport Community Solar Garden,64574,New England,MA,SUN,Solar Photovoltaic
Westport MA 1 Community Solar,60473,New England,MA,SUN,Solar Photovoltaic
Westport MA 2 Community Solar,60476,New England,MA,SUN,Solar Photovoltaic
Whately Solar,59033,New England,MA,SUN,Solar Photovoltaic
Whatley Renewables,65585,New England,MA,SUN,Solar Photovoltaic
Wheelabrator Millbury Facility,50878,New England,MA,MSW,Municipal Solid Waste
Wheelabrator North Andover,50877,New England,MA,MSW,Municipal Solid Waste
Wheelabrator Saugus,50880,New England,MA,MSW,Municipal Solid Waste
Wilbraham,64417,New England,MA,SUN,Solar Photovoltaic
Wilbur Woods Solar LLC,63048,New England,MA,SUN,Solar Photovoltaic
Wilkins Station,6586,New England,MA,DFO,Petroleum Liquids
Williams College - Campus CHP,58160,New England,MA,"DFO, NG",Multiple
Williamsburg,62202,New England,MA,SUN,Solar Photovoltaic
Williamsburg Solar LLC VNEM CSG,60111,New England,MA,SUN,Solar Photovoltaic
Williamsville Hybrid CSG,63805,New England,MA,"MWH, SUN",Multiple
Wilmarth Solar,64436,New England,MA,"MWH, SUN",Multiple
Wilmington Solar,60736,New England,MA,SUN,Solar Photovoltaic
Wilson Solar,58174,New England,MA,SUN,Solar Photovoltaic
Winchendon Landfill Solar,62503,New England,MA,SUN,Solar Photovoltaic
Winchendon Solar,59466,New England,MA,SUN,Solar Photovoltaic
Woburn,65216,New England,MA,SUN,Solar Photovoltaic
"Woodchuck Solar, LLC CSG",63565,New England,MA,SUN,Solar Photovoltaic
Woodland Avenue Solar 1,65720,New England,MA,SUN,Solar Photovoltaic
Worcester Landfill,60621,New England,MA,SUN,Solar Photovoltaic
ZPD-PT Solar Project 2017-006 LLC Hybrid,64395,New England,MA,"MWH, SUN",Multiple
ZPD-PT Solar Project 2017-021 LLC Hybrid CSG,64187,New England,MA,"MWH, SUN",Multiple
ZPD-PT Solar Project 2017-023 LLC Hybrid CSG,64185,New England,MA,"MWH, SUN",Multiple
ZPD-PT Solar Project 2017-038 Hybrid LLC,64147,New England,MA,"MWH, SUN",Multiple
ZPD-PT Solar Project 2017-044 LLC CSG,64184,New England,MA,SUN,Solar Photovoltaic
"10 Briggs Solar NG, LLC (East)",62781,New England,RI,SUN,Solar Photovoltaic
A Street 1,64114,New England,RI,SUN,Solar Photovoltaic
A Street 2,64111,New England,RI,SUN,Solar Photovoltaic
Alton Road Solar,64723,New England,RI,SUN,Solar Photovoltaic
"Blackhorse Farm Solar, LLC CSG",63944,New England,RI,SUN,Solar Photovoltaic
Blackstone/Tupperware,50177,New England,RI,WAT,Conventional Hydroelectric
Block Island,6567,New England,RI,DFO,Petroleum Liquids
Block Island Wind Farm,58035,New England,RI,WND,Offshore Wind Turbine
Brookside,60451,New England,RI,SUN,Solar Photovoltaic
CED Foster,61499,New England,RI,SUN,Solar Photovoltaic
Central Power Plant,50621,New England,RI,NG,Multiple
Forbes Street Solar,58583,New England,RI,SUN,Solar Photovoltaic
Foster Solar,65637,New England,RI,SUN,Solar Photovoltaic
Founders Homestead Farms Solar,62302,New England,RI,SUN,Solar Photovoltaic
"GD Glocester White Oak I, LLC",64334,New England,RI,SUN,Solar Photovoltaic
"GD Hopkinton Main I, LLC",63893,New England,RI,SUN,Solar Photovoltaic
"GD Johnson Scituate I, LLC",65473,New England,RI,SUN,Solar Photovoltaic
"GD Richmond Buttonwoods I, LLC",62567,New England,RI,SUN,Solar Photovoltaic
"GD West Greenwich Victory I, LLC",62568,New England,RI,SUN,Solar Photovoltaic
"GDIM 1, LLC",65474,New England,RI,SUN,Solar Photovoltaic
"GDIM 2, LLC",65475,New England,RI,SUN,Solar Photovoltaic
"GDIM 3, LLC",65476,New England,RI,SUN,Solar Photovoltaic
"GDIM 4, LLC",65477,New England,RI,SUN,Solar Photovoltaic
Gold Meadow Farms,64108,New England,RI,SUN,Solar Photovoltaic
"Green Providence Wind I, LLC",65478,New England,RI,WND,Onshore Wind Turbine
"Green Providence Wind II, LLC",65479,New England,RI,WND,Onshore Wind Turbine
"Hope Farm Solar, LLC",61840,New England,RI,SUN,Solar Photovoltaic
Hopkins Hill CSG,63136,New England,RI,SUN,Solar Photovoltaic
Hopkinton Phase 2,63191,New England,RI,SUN,Solar Photovoltaic
ISM Solar Cranston CSG,63718,New England,RI,SUN,Solar Photovoltaic
Johnston LFG Turbine Plant,59254,New England,RI,LFG,Landfill Gas
Johnston Solar,59858,New England,RI,SUN,Solar Photovoltaic
Kearsarge East Providence,64783,New England,RI,SUN,Solar Photovoltaic
Kearsarge Fogland,64782,New England,RI,SUN,Solar Photovoltaic
Kearsarge SKSC1 LLC,62551,New England,RI,SUN,Solar Photovoltaic
Kearsarge SKSC2 LLC,62558,New England,RI,SUN,Solar Photovoltaic
Kearsarge West Shore Solar LLC,65954,New England,RI,SUN,Solar Photovoltaic
Kearsarge Westerly,64781,New England,RI,SUN,Solar Photovoltaic
Kilvert,64113,New England,RI,SUN,Solar Photovoltaic
Little Bay,60495,New England,RI,SUN,Solar Photovoltaic
Manchester Street,3236,New England,RI,NG,Natural Gas Fired Combined Cycle
NBC Field's Point Wind Farm,59692,New England,RI,WND,Onshore Wind Turbine
Nautilus Goat Island Solar LLC (CSG),62672,New England,RI,SUN,Solar Photovoltaic
North Providence,64085,New England,RI,SUN,Solar Photovoltaic
North Smithfield Solar Power 1,61461,New England,RI,SUN,Solar Photovoltaic
Ocean State BTM,64760,New England,RI,MWH,Batteries
Ocean State Power,51030,New England,RI,NG,Natural Gas Fired Combined Cycle
Ocean State Power II,54324,New England,RI,NG,Natural Gas Fired Combined Cycle
Orbit Energy RI,60831,New England,RI,OBG,Other Waste Biomass
PSEG- Provport Coal Storage,8858,New England,RI,--,--
Pine Hill,63997,New England,RI,SUN,Solar Photovoltaic
Plainfield Pike,64116,New England,RI,SUN,Solar Photovoltaic
Rhode Island Hospital,52024,New England,RI,NG,Natural Gas Steam Turbine
Rhode Island State Energy Center,55107,New England,RI,NG,Natural Gas Fired Combined Cycle
Richmond NMCA,62301,New England,RI,SUN,Solar Photovoltaic
Ridgewood Providence Power,50365,New England,RI,LFG,Landfill Gas
Roger Williams - Melville at Portsmouth,64299,New England,RI,SUN,Solar Photovoltaic
"Smithfield Solar Farm, LLC",64549,New England,RI,SUN,Solar Photovoltaic
"TPE Hopkins Solar Holdings1, LLC",64605,New England,RI,SUN,Solar Photovoltaic
"TPE King Solar Holdings1, LLC (CSG)",64603,New England,RI,SUN,Solar Photovoltaic
Thundermist Hydro,54688,New England,RI,WAT,Conventional Hydroelectric
Tiverton Power Plant,55048,New England,RI,NG,Natural Gas Fired Combined Cycle
Toray Plastic America's CHP Plant,61857,New England,RI,NG,Multiple
Town of Burrillville Solar CSG,62898,New England,RI,SUN,Solar Photovoltaic
"University Solar, LLC",63668,New England,RI,SUN,Solar Photovoltaic
WED Coventry 1,59301,New England,RI,WND,Onshore Wind Turbine
WED Coventry 3,59305,New England,RI,WND,Onshore Wind Turbine
WED Coventry 4,59306,New England,RI,WND,Onshore Wind Turbine
WED Coventry 5,59313,New England,RI,WND,Onshore Wind Turbine
WED Coventry 6,59314,New England,RI,WND,Onshore Wind Turbine
"WED Coventry Seven, LLC",64333,New England,RI,SUN,Solar Photovoltaic
"WED GW Solar, LLC",62118,New England,RI,SUN,Solar Photovoltaic
"WED Green Hill, LLC",62106,New England,RI,WND,Onshore Wind Turbine
WED Kingstown Solar I - East Array,61622,New England,RI,SUN,Solar Photovoltaic
"WED Kingstown Solar I, LLC - West",61612,New England,RI,SUN,Solar Photovoltaic
WED NK Green,59295,New England,RI,WND,Onshore Wind Turbine
"WED Plainfield II, LLC",62107,New England,RI,WND,Onshore Wind Turbine
"WED Plainfield III, LLC",62108,New England,RI,WND,Onshore Wind Turbine
"WED Plainfield, LLC",62109,New England,RI,WND,Onshore Wind Turbine
"WED Portsmouth One, LLC",61002,New England,RI,WND,Onshore Wind Turbine
"WED Shun I, LLC",62110,New England,RI,WND,Onshore Wind Turbine
"WED Shun II, LLC",62111,New England,RI,WND,Onshore Wind Turbine
